Ano,Mês,EVI_mean,EVI_min,EVI_max,EVI_std,SG_mean,SG_min,SG_max,SG_std,Data
0.0,0.09090909090909091,0.7049521122577771,0.8176729675169756,0.6018979464841319,0.1221183043530526,0.8506567675613934,0.8506567675613934,0.8166118421052628,0.23811141304347883,2000-02-01
0.0,0.1818181818181818,0.6240255401291855,0.7611488346485594,0.5281580584940883,0.016107705253035322,0.7749857224443175,0.7341519131924614,0.7831688596491226,0.26893939393939426,2000-03-01
0.0,0.2727272727272727,0.5807409607246269,0.708295100018352,0.5270690728064718,0.08450534920062541,0.6760422615648203,0.666476299257567,0.6581688596491226,0.061553030303032115,2000-04-01
0.0,0.36363636363636365,0.5660405375306259,0.6927876674619197,0.5225575606720597,0.10133429498737834,0.7094517418617932,0.6561964591661906,0.7321820175438596,0.35132575757575835,2000-05-01
0.0,0.4545454545454545,0.6005642586680525,0.7506881996696642,0.4967330429371499,0.005529510758504595,0.5588235294117647,0.5553969160479726,0.5397478070175437,0.020833333333334588,2000-06-01
0.0,0.5454545454545454,0.30366025688618326,0.4632960176179116,0.3618543870566273,0.27779781223704775,0.30468303826384924,0.23101085094231866,0.3632127192982455,0.4867424242424244,2000-07-01
0.0,0.6363636363636364,0.29296904001781876,0.4048449256744357,0.4385500933416303,0.41363144608727015,0.26384922901199315,0.22358652198743578,0.29194078947368407,0.26515151515151575,2000-08-01
0.0,0.7272727272727273,0.5964065632192442,0.7353642870251422,0.5140012445550715,0.03894698882077181,0.5531125071387779,0.550828098229583,0.5331688596491226,0.01325757575757619,2000-09-01
0.0,0.8181818181818182,0.6656024946172693,0.7650027527986787,0.6087429993777225,0.07332612092799631,0.7711307824100513,0.6661907481439178,0.8410087719298245,0.694128787878788,2000-10-01
0.0,0.9090909090909091,0.4758333952038014,0.6760873554780695,0.3618543870566273,0.1221183043530526,1.0,1.0,0.9599780701754383,0.23811141304347883,2000-11-01
0.0,0.9999999999999999,0.800430618457198,0.8635529454945863,0.7241754822650902,0.03341747806226722,0.8428041119360368,0.8066818960593947,0.8437499999999998,0.23768939393939442,2000-12-01
0.04000000000000625,0.0,0.4312866582522831,0.4073224444852267,0.7241754822650902,0.6310854670032457,0.7157338663620789,0.6790405482581383,0.722313596491228,0.24147727272727298,2001-01-01
0.04000000000000625,0.09090909090909091,0.6493429356299651,0.758487795925858,0.585718730553827,0.06407020074528208,0.5442604226156482,0.5365505425471158,0.5298793859649122,0.049242424242424886,2001-02-01
0.04000000000000625,0.1818181818181818,0.577474200014849,0.6832446320425767,0.5626944617299314,0.14484914052169728,0.7417190177041688,0.6402055968018274,0.8094846491228069,0.6714015151515168,2001-03-01
0.04000000000000625,0.2727272727272727,0.6353107134902369,0.765920352358231,0.5437149968886122,0.021877629522779232,0.7474300399771558,0.7315819531696175,0.7327302631578947,0.10321969696969863,2001-04-01
0.04000000000000625,0.36363636363636365,0.5813349172173139,0.7374747660121124,0.47884256378344736,0.009015506671475094,0.7004568817818388,0.6616219303255282,0.709703947368421,0.25568181818181945,2001-05-01
0.04000000000000625,0.4545454545454545,0.5304031479694113,0.6867315103688751,0.4581518357187305,0.05950234403173473,0.6414905768132495,0.6190748143917761,0.6373355263157892,0.14678030303030304,2001-06-01
0.04000000000000625,0.5454545454545454,0.5892790853070013,0.7458249220040376,0.48133167392657117,0.0,0.6347801256424896,0.631353512278698,0.6126644736842104,0.020833333333334588,2001-07-01
0.04000000000000625,0.6363636363636364,0.5074615784393794,0.6657184804551295,0.4457062850031114,0.07741315061906501,0.4981439177612794,0.4797258709308967,0.4958881578947367,0.12026515151515199,2001-08-01
0.04000000000000625,0.7272727272727273,0.3298685871259932,0.5509267755551478,0.268201617921593,0.0906358937372282,0.3746430611079383,0.3515134209023416,0.38185307017543857,0.15151515151515188,2001-09-01
0.04000000000000625,0.8181818181818182,0.5591357933031407,0.7275646907689485,0.4491288114499067,0.1221183043530526,0.38663620788121067,0.38663620788121067,0.3711622807017543,0.23811141304347883,2001-10-01
0.04000000000000625,0.9090909090909091,0.40611775187467525,0.6236006606716828,0.3047604231487243,0.023680730857074353,0.3753569388920617,0.2955454026270703,0.4369517543859649,0.527462121212122,2001-11-01
0.04000000000000625,0.9999999999999999,0.39327344272032083,0.5777206826940724,0.35563161169881774,0.12309171775453782,0.408766419189035,0.33952027412906904,0.45888157894736836,0.45738636363636515,2001-12-01
0.0799999999999983,0.0,0.49164748682159043,0.5288126261699395,0.6446795270690728,0.4105060704411589,0.4540262707024558,0.4371787549971444,0.4520285087719298,0.10984848484848538,2002-01-01
0.0799999999999983,0.09090909090909091,0.5762120424678893,0.6150669847678474,0.6756378344741754,0.3214328645269865,0.5886636207881208,0.544831524842947,0.6071820175438596,0.28882575757575857,2002-02-01
0.0799999999999983,0.1818181818181818,0.5903185091692035,0.7063681409432925,0.5504044803982576,0.10506070441158814,0.777412906910337,0.6847515705311251,0.8352521929824559,0.6126893939393943,2002-03-01
0.0799999999999983,0.2727272727272727,0.6301878387408124,0.7589465957056342,0.544803982576229,0.03185479023921158,0.3072529982866934,0.20645345516847513,0.39172149122807,0.6666666666666667,2002-04-01
0.0799999999999983,0.36363636363636365,0.0,0.0,0.5110454262601118,1.0,0.19403198172472869,0.18418046830382628,0.19572368421052622,0.06344696969697004,2002-05-01
0.0799999999999983,0.4545454545454545,0.5799985151087683,0.7023307028812626,0.5356253889234598,0.09893015987498519,0.3736436322101655,0.27698458023986294,0.4514802631578947,0.6392045454545453,2002-06-01
0.0799999999999983,0.5454545454545454,0.48385180785507464,0.6702147182969354,0.3886123210952085,0.027407140281283996,0.667047401484866,0.5159908623643632,0.785361842105263,1.0,2002-07-01
0.0799999999999983,0.6363636363636364,0.5295864577919668,0.7020554230133971,0.43046048537647785,0.018031013342950014,0.48101085094231877,0.45973729297544264,0.48218201754385936,0.13920454545454597,2002-08-01
0.0799999999999983,0.7272727272727273,0.4439824782834658,0.5977243530923105,0.42797137523335405,0.15278278639259538,0.5292689891490576,0.5099942889777269,0.5265899122807016,0.1259469696969698,2002-09-01
0.0799999999999983,0.8181818181818182,0.6134828123839929,0.7611488346485594,0.5060672059738642,0.1221183043530526,0.5988006853226728,0.5988006853226728,0.5748355263157894,0.23811141304347883,2002-10-01
0.0799999999999983,0.9090909090909091,0.5995990793674364,0.7087538997981282,0.5658058494088363,0.11383579757182359,0.7772701313535124,0.7738435179897203,0.7494517543859649,0.02083333333333325,2002-11-01
0.0799999999999983,0.9999999999999999,0.6548370331873191,0.7689484309047533,0.5794959551960174,0.04555836037985342,0.6033695031410622,0.5719588806396345,0.609375,0.2064393939393946,2002-12-01
0.12000000000000455,0.0,0.34842972752245904,0.5175261515874473,0.3637212196639701,0.20819810073326125,0.5902341519131926,0.5856653340948028,0.5709978070175439,0.028409090909091647,2003-01-01
0.12000000000000455,0.09090909090909091,0.702353552602272,0.8102404110846027,0.6090541381456129,0.014304603918740545,0.6810394060536835,0.6661907481439178,0.6680372807017545,0.09659090909091053,2003-02-01
0.12000000000000455,0.1818181818181818,0.5978914544509616,0.7461919618278583,0.49875544492843815,0.012982329606924053,0.8045402627070244,0.8038263849229013,0.7730263157894737,0.0028409090909095654,2003-03-01
0.12000000000000455,0.2727272727272727,0.5387927834286138,0.66590200036704,0.5110454262601118,0.12765957446808515,0.5609651627641348,0.5142775556824672,0.5833333333333333,0.30776515151515255,2003-04-01
0.12000000000000455,0.36363636363636365,0.38139431286658254,0.4813727289410902,0.4940883634100809,0.35629282365668963,0.4680182752712734,0.46459166190748147,0.4525767543859649,0.020833333333334588,2003-05-01
0.12000000000000455,0.4545454545454545,0.5516370925829683,0.7192145347770234,0.44757311761045426,0.008775093160235779,0.5628212450028554,0.5137064534551683,0.5874451754385963,0.32386363636363696,2003-06-01
0.12000000000000455,0.5454545454545454,0.572054347019081,0.7248118920902918,0.4808649657747355,0.02716672677004468,0.4995716733295257,0.493432324386065,0.48547149122807,0.03882575757575827,2003-07-01
0.12000000000000455,0.6363636363636364,0.2307520974088649,0.3549275096347954,0.39281269446172995,0.44368313499218665,0.3732153055396916,0.36436322101656193,0.3667763157894737,0.05681818181818195,2003-08-01
0.12000000000000455,0.7272727272727273,0.5815576509020715,0.7324279684345751,0.4878655880522713,0.02259887005649735,0.34608794974300405,0.33809251856082234,0.3399122807017543,0.0511363636363655,2003-09-01
0.12000000000000455,0.8181818181818182,0.5257257405895018,0.7069187006790237,0.4141257000622277,0.1221183043530526,0.5294117647058822,0.5294117647058822,0.5082236842105261,0.23811141304347883,2003-10-01
0.12000000000000455,0.9090909090909091,0.40619199643626114,0.5723986052486695,0.3917237087741132,0.15795167688424108,0.4997144488863503,0.3666476299257566,0.6074561403508771,0.8806818181818183,2003-11-01
