Ano,Mês,EVI_mean,EVI_min,EVI_max,EVI_std,SG_mean,SG_min,SG_max,SG_std
2009,8,0.43284999999999996,0.4105,0.4552,0.031607673119038705,0.4396,0.4123,0.4669,0.03860803025278548
2009,9,0.38945,0.2481,0.5308,0.19989908704143702,0.39825,0.3737,0.4228,0.034718942956259505
2009,10,0.2113,0.2113,0.2113,,0.3763,0.3763,0.3763,
2009,11,0.5758,0.5736,0.578,0.0031112698372207804,0.37129999999999996,0.3565,0.3861,0.02093036072312184
2009,12,0.30974999999999997,0.0579,0.5616,0.356169685683664,0.4508,0.4464,0.4552,0.00622253967444162
2010,1,0.5029,0.4442,0.5616,0.0830143361113007,0.46395,0.4372,0.4907,0.037830212793480346
2010,2,0.51125,0.4765,0.546,0.049143921292465115,0.50925,0.4804,0.5381,0.04080006127446379
2010,3,0.4505,0.3856,0.5154,0.09178246019801387,0.4907,0.4832,0.4982,0.010606601717798163
2010,4,0.52675,0.5138,0.5397,0.018314065632731566,0.49185,0.4907,0.493,0.0016263455967290372
2010,5,0.49015,0.4872,0.4931,0.004171930009000583,0.49939999999999996,0.4964,0.5024,0.00424264068711923
2010,6,0.4688,0.4468,0.4908,0.03111269837220812,0.4534,0.4495,0.4573,0.005515432893255071
2010,7,0.42064999999999997,0.3866,0.4547,0.0481539717988039,0.44725000000000004,0.4419,0.4526,0.007566042558696069
2010,8,0.4739,0.4575,0.4903,0.023193102422918735,0.4474,0.4345,0.4603,0.0182433549546129
2010,9,0.41605000000000003,0.3844,0.4477,0.044759859249108414,0.4284,0.4264,0.4304,0.0028284271247461927
2010,10,0.4814,0.4814,0.4814,,0.4089,0.4089,0.4089,
2010,11,0.42955,0.2788,0.5803,0.21319269452774414,0.45804999999999996,0.431,0.4851,0.03825447686219223
2010,12,0.5145500000000001,0.4203,0.6088,0.13328962825366417,0.50535,0.4984,0.5123,0.009828784258493008
2011,1,0.506,0.4234,0.5886,0.11681404025201766,0.5405,0.5232,0.5578,0.02446589462905452
2011,2,0.5540499999999999,0.5222,0.5859,0.0450427019615831,0.5075000000000001,0.4782,0.5368,0.04143645737753173
2011,3,0.4557,0.4213,0.4901,0.048648946545634446,0.46765,0.4659,0.4694,0.002474873734152899
2011,4,0.43429999999999996,0.346,0.5226,0.12487505755754427,0.45089999999999997,0.4473,0.4545,0.00509116882454319
2011,5,0.48545,0.4803,0.4906,0.0072831998462214225,0.48455,0.4825,0.4866,0.0028991378028648397
2011,6,0.49324999999999997,0.4608,0.5257,0.045891230099006905,0.49675,0.4882,0.5053,0.012091525958289946
2011,7,0.4885,0.4785,0.4985,0.014142135623730963,0.48435,0.4793,0.4894,0.0071417784899841285
2011,8,0.47114999999999996,0.4613,0.481,0.013930003589374964,0.48405,0.4785,0.4896,0.007848885271170676
2011,9,0.45994999999999997,0.4515,0.4684,0.011950104602052652,0.41159999999999997,0.3599,0.4633,0.07311484117468899
2011,10,0.3767,0.3767,0.3767,,0.3332,0.3332,0.3332,
2011,11,0.18280000000000002,0.1519,0.2137,0.043699199077328645,0.35919999999999996,0.3571,0.3613,0.0029698484809835063
2011,12,0.60075,0.5374,0.6641,0.0895904291763356,0.4031,0.3839,0.4223,0.027152900397563417
2012,1,0.39605,0.287,0.5051,0.15421998897678602,0.49855000000000005,0.4865,0.5106,0.01704127342659582
2012,2,0.53475,0.4643,0.6052,0.09963134546918455,0.50125,0.465,0.5375,0.05126524163602468
2012,3,0.50865,0.495,0.5223,0.01930401512639278,0.51955,0.4803,0.5588,0.05550788232314393
2012,4,0.39480000000000004,0.2174,0.5722,0.2508814859649871,0.39590000000000003,0.3737,0.4181,0.03139554108468277
2012,5,0.35125,0.269,0.4335,0.11631906550518706,0.38655,0.3758,0.3973,0.015202795795510746
2012,6,0.51335,0.4889,0.5378,0.034577521600022136,0.46140000000000003,0.4245,0.4983,0.052184480451567206
2012,7,0.46975,0.4483,0.4912,0.03033488091290292,0.49385,0.485,0.5027,0.012515790027001926
2012,8,0.483,0.4693,0.4967,0.019374725804511387,0.4799,0.4712,0.4886,0.012303657992645906
2012,9,0.5135000000000001,0.5122,0.5148,0.001838477631085096,0.5162,0.5008,0.5316,0.02177888886054562
2012,10,0.5589500000000001,0.5477,0.5702,0.015909902576697412,0.56855,0.5544,0.5827,0.02001112190757929
2012,11,0.6161,0.6161,0.6161,,0.5666,0.5666,0.5666,
2012,12,0.5421,0.5207,0.5635,0.0302641702347842,0.5173,0.5075,0.5271,0.013859292911256375
2013,1,0.43565,0.3981,0.4732,0.05310371926710974,0.51325,0.5058,0.5207,0.010535891039679614
2013,2,0.6255,0.603,0.648,0.03181980515339463,0.5706,0.5549,0.5863,0.02220315292925766
2013,3,0.5904,0.5554,0.6254,0.04949747468305833,0.59985,0.5906,0.6091,0.013081475451951102
2013,4,0.5364,0.5338,0.539,0.0036769552621699953,0.5377000000000001,0.5319,0.5435,0.00820243866176395
2013,5,0.4921,0.4703,0.5139,0.030829855659733472,0.4967,0.4839,0.5095,0.018101933598375586
2013,6,0.47119999999999995,0.422,0.5204,0.06957930726875625,0.46950000000000003,0.4686,0.4704,0.0012727922061357827
2013,7,0.46404999999999996,0.4145,0.5136,0.07007428201558684,0.46315,0.4511,0.4752,0.017041273426595803
2013,8,0.42345,0.3814,0.4655,0.059467680297788636,0.424,0.415,0.433,0.012727922061357866
2013,9,0.3351,0.1766,0.4936,0.22415284963613555,0.3762,0.34,0.4124,0.051194530957906
2013,10,0.4111,0.4111,0.4111,,0.2806,0.2806,0.2806,
2013,11,0.2392,0.0958,0.3826,0.20279822484430185,0.31055,0.2833,0.3378,0.038537319574666835
2013,12,0.497,0.3625,0.6315,0.19021172413918125,0.43179999999999996,0.4115,0.4521,0.02870853531617387
2014,1,0.54105,0.4506,0.6315,0.12791561671664645,0.58655,0.5404,0.6327,0.06526595590351837
2014,2,0.64395,0.6433,0.6446,0.0009192388155424498,0.59685,0.575,0.6187,0.030900566337852178
2014,3,0.54305,0.4947,0.5914,0.0683772257407392,0.56265,0.5588,0.5665,0.005444722215136444
2014,4,0.50115,0.4777,0.5246,0.03316330803764904,0.4918,0.4661,0.5175,0.036345288552988526
2014,5,0.45405,0.4481,0.46,0.00841457069611993,0.43435,0.4317,0.437,0.0037476659402887404
2014,6,0.3862,0.3081,0.4643,0.11045007922133872,0.4302,0.4273,0.4331,0.004101219330881936
2014,7,0.48455000000000004,0.4748,0.4943,0.013788582233137708,0.45030000000000003,0.4451,0.4555,0.007353910524340089
2014,8,0.4437,0.4151,0.4723,0.040446507883870476,0.47550000000000003,0.4749,0.4761,0.0008485281374239009
2014,9,0.49350000000000005,0.4722,0.5148,0.030122748878546924,0.46685,0.4624,0.4713,0.006293250352560286
2014,10,0.5182,0.5182,0.5182,,0.496,0.496,0.496,
2014,11,0.49640000000000006,0.4197,0.5731,0.1084701802340164,0.52745,0.5243,0.5306,0.0044547727214752295
2014,12,0.5588,0.5362,0.5814,0.03196122650963192,0.5339,0.5177,0.5501,0.02291025971044413
2015,1,0.5138,0.5107,0.5169,0.004384062043356583,0.57195,0.5385,0.6054,0.047305443661380044
2015,2,0.6032500000000001,0.5123,0.6942,0.12862272349783307,0.47424999999999995,0.447,0.5015,0.03853731957466678
2015,3,0.32434999999999997,0.1561,0.4926,0.23794143186927322,0.44465,0.4391,0.4502,0.007848885271170676
2015,4,0.5461,0.4228,0.6694,0.1743725322406026,0.45375,0.4298,0.4777,0.03387041481883565
2015,5,0.44615,0.4255,0.4668,0.029203510063004416,0.5164,0.5008,0.532,0.022061731573020247
2015,6,0.49575,0.4862,0.5053,0.013505739520663003,0.47155,0.4538,0.4893,0.02510229073212248
2015,7,0.44445,0.4264,0.4625,0.02552655480083438,0.4572,0.4478,0.4666,0.01329360748630712
2015,8,0.43674999999999997,0.4336,0.4399,0.004454772721475249,0.44425000000000003,0.441,0.4475,0.0045961940777125825
2015,9,0.47809999999999997,0.4576,0.4986,0.028991378028648453,0.46399999999999997,0.446,0.482,0.025455844122715714
2015,10,0.4166,0.4166,0.4166,,0.4572,0.4572,0.4572,
2015,11,0.48965,0.4738,0.5055,0.02241528496361352,0.42035,0.4111,0.4296,0.013081475451951102
2015,12,0.33640000000000003,0.236,0.4368,0.14198704166225876,0.42925,0.4026,0.4559,0.03768879143724299
2016,1,0.51135,0.5039,0.5188,0.010535891039679614,0.46404999999999996,0.4599,0.4682,0.0058689862838483455
2016,2,0.45725000000000005,0.3158,0.5987,0.20004050839767432,0.46565,0.4477,0.4836,0.025385133444597068
2016,3,0.4309,0.347,0.5148,0.11865251788310271,0.44235,0.4297,0.455,0.017889801564019644
2016,4,0.51255,0.4874,0.5377,0.03556747109368333,0.50725,0.4755,0.539,0.044901280605345824
2016,5,0.5273,0.4535,0.6011,0.10436896090313438,0.52645,0.5136,0.5393,0.018172644276494312
2016,6,0.48119999999999996,0.4418,0.5206,0.05572001435749987,0.48519999999999996,0.4719,0.4985,0.018809040379562155
2016,7,0.459,0.45,0.468,0.012727922061357866,0.4512,0.4472,0.4552,0.005656854249492385
2016,8,0.4317,0.4252,0.4382,0.009192388155425068,0.44089999999999996,0.4375,0.4443,0.004808326112068524
2016,9,0.42410000000000003,0.3937,0.4545,0.04299209229614212,0.41054999999999997,0.4056,0.4155,0.007000357133746775
2016,10,0.36924999999999997,0.3196,0.4189,0.07021570337182415,0.39380000000000004,0.3815,0.4061,0.017394826817189058
2016,11,0.4488,0.4488,0.4488,,0.4315,0.4315,0.4315,
2016,12,0.51475,0.4152,0.6143,0.14078496013424155,0.46015,0.4361,0.4842,0.03401183617507296
2017,1,0.44155,0.4315,0.4516,0.01421284630184961,0.5336000000000001,0.5258,0.5414,0.011030865786510064
2017,2,0.6188,0.5293,0.7083,0.12657211383239203,0.5716000000000001,0.5469,0.5963,0.034931074990615485
2017,3,0.58995,0.587,0.5929,0.004171930009000642,0.5265500000000001,0.5109,0.5422,0.022132442251138973
2017,4,0.38605,0.2263,0.5458,0.2259206165891019,0.46504999999999996,0.4643,0.4658,0.0010606601717798026
2017,5,0.51025,0.5081,0.5124,0.0030405591591021333,0.4719,0.4577,0.4861,0.020081832585697935
2017,6,0.4909,0.4556,0.5262,0.04992173875177025,0.51625,0.5002,0.5323,0.022698127676088187
2017,7,0.5036,0.4782,0.529,0.03592102448427664,0.49665000000000004,0.4954,0.4979,0.00176776695296639
2017,8,0.4686,0.4593,0.4779,0.013152186130069807,0.4721,0.4545,0.4897,0.02489015869776648
2017,9,0.4404,0.4153,0.4655,0.0354967604155647,0.43385,0.4238,0.4439,0.01421284630184961
2017,10,0.3853,0.3853,0.3853,,0.4055,0.4055,0.4055,
2017,11,0.41655,0.3733,0.4598,0.06116473657263632,0.43810000000000004,0.4272,0.449,0.015414927829866707
2017,12,0.5371,0.4892,0.585,0.0677408296376712,0.49455,0.4599,0.5292,0.04900249993622776
2018,1,0.4689,0.4646,0.4732,0.0060811183182043265,0.50445,0.4987,0.5102,0.008131727983645323
2018,2,0.42875,0.2043,0.6532,0.3174202340746412,0.46075,0.443,0.4785,0.02510229073212242
2018,3,0.4952,0.4024,0.588,0.1312390185882232,0.45089999999999997,0.4471,0.4547,0.005374011537017778
2018,4,0.48660000000000003,0.438,0.5352,0.06873077913133241,0.4846,0.4557,0.5135,0.04087077195258242
2018,5,0.4913,0.4548,0.5278,0.051618795026618015,0.4891,0.4789,0.4993,0.01442497833620561
2018,6,0.46575,0.4438,0.4877,0.031041987694089473,0.46355,0.4484,0.4787,0.021425335469952386
2018,7,0.43215000000000003,0.4087,0.4556,0.033163308037649095,0.43355,0.4292,0.4379,0.006151828996322934
2018,8,0.44105,0.4327,0.4494,0.011808683245815379,0.44695,0.4403,0.4536,0.009404520189781067
2018,9,0.48595,0.4391,0.5328,0.06625590539717957,0.445,0.4183,0.4717,0.03775950211536164
2018,10,0.4043,0.4043,0.4043,,0.4968,0.4968,0.4968,
2018,11,0.5914999999999999,0.3922,0.7908,0.28185276298095785,0.5233000000000001,0.5117,0.5349,0.016404877323527942
2018,12,0.4727,0.4467,0.4987,0.036769552621700445,0.4948,0.4791,0.5105,0.022203152929257522
2019,1,0.4103,0.2861,0.5345,0.17564532444673836,0.47185,0.4608,0.4829,0.015627059864222706
2019,2,0.5388,0.4241,0.6535,0.16221029560419398,0.52565,0.5194,0.5319,0.00883883476483193
2019,3,0.5427,0.4761,0.6093,0.09418662325404806,0.51855,0.4915,0.5456,0.03825447686219219
2019,4,0.45609999999999995,0.4533,0.4589,0.003959797974644681,0.47325,0.4582,0.4883,0.02128391411371509
2019,5,0.4827,0.4563,0.5091,0.0373352380466497,0.48615,0.4717,0.5006,0.02043538597629125
2019,6,0.52205,0.4587,0.5854,0.0895904291763356,0.5123,0.5105,0.5141,0.002545584412271605
2019,7,0.50395,0.4828,0.5251,0.029910616844190965,0.5125500000000001,0.5016,0.5235,0.015485638507985374
2019,8,0.5172,0.5148,0.5196,0.0033941125496953686,0.48095,0.4752,0.4867,0.008131727983645323
2019,9,0.4476,0.4107,0.4845,0.05218448045156719,0.50215,0.4975,0.5068,0.006576093065034894
2019,10,0.5784,0.5784,0.5784,,0.4884,0.4884,0.4884,
2019,11,0.46025,0.361,0.5595,0.1403606960655297,0.5011,0.4966,0.5056,0.006363961030678992
2019,12,0.54835,0.5371,0.5596,0.015909902576697294,0.54345,0.5258,0.5611,0.024960869375885087
2020,1,0.6073500000000001,0.5498,0.6649,0.08138799051457164,0.47075,0.46,0.4815,0.015202795795510746
2020,2,0.23220000000000002,0.1086,0.3558,0.17479679630931455,0.41015,0.4077,0.4126,0.0034648232278140937
2020,3,0.5272,0.5139,0.5405,0.018809040379562134,0.45335000000000003,0.4333,0.4734,0.028354981925580513
2020,4,0.5496000000000001,0.5361,0.5631,0.01909188309203684,0.54725,0.5296,0.5649,0.024960869375885163
2020,5,0.4722,0.4642,0.4802,0.01131370849898477,0.48529999999999995,0.4759,0.4947,0.013293607486307061
2020,6,0.45885,0.4207,0.497,0.05395224740453358,0.45899999999999996,0.4577,0.4603,0.001838477631085037
2020,7,0.47340000000000004,0.4621,0.4847,0.015980613254816,0.4841,0.4784,0.4898,0.008061017305526677
2020,8,0.5108999999999999,0.5082,0.5136,0.0038183766184072894,0.49095,0.4831,0.4988,0.01110157646462883
2020,9,0.47075,0.4687,0.4728,0.0028991378028648397,0.48550000000000004,0.4742,0.4968,0.015980613254816
2020,10,0.47455,0.4482,0.5009,0.03726452736853105,0.41964999999999997,0.3908,0.4485,0.04080006127446379
2020,11,0.3186,0.3186,0.3186,,0.4419,0.4419,0.4419,
2020,12,0.4229,0.4087,0.4371,0.020081832585697935,0.48395,0.4612,0.5067,0.03217335854398796
2021,1,0.64775,0.4485,0.847,0.2817820523028392,0.5966,0.572,0.6212,0.034789653634378116
2021,2,0.6376999999999999,0.6224,0.653,0.021637467504308366,0.5863499999999999,0.5735,0.5992,0.018172644276494194
2021,3,0.4551,0.443,0.4672,0.01711198410471445,0.5145,0.5118,0.5172,0.003818376618407368
2021,4,0.5067,0.4741,0.5393,0.046103362133362906,0.45704999999999996,0.4473,0.4668,0.01378858223313767
2021,5,0.41864999999999997,0.3992,0.4381,0.02750645378815671,0.44299999999999995,0.4327,0.4533,0.014566399692442864
2021,6,0.43925000000000003,0.4194,0.4591,0.028072139213105925,0.43010000000000004,0.4189,0.4413,0.01583919189857867
