Ano,Mês,EVI_mean,EVI_min,EVI_max,EVI_std,SG_mean,SG_min,SG_max,SG_std
2021,10,0.2749,0.2749,0.2749,,0.4395,0.4395,0.4395,
2021,11,0.53155,0.5124,0.5507,0.02708218971944477,0.43025,0.4161,0.4444,0.02001112190757929
2021,12,0.4053,0.3975,0.4131,0.011030865786510123,0.4184,0.4162,0.4206,0.0031112698372207804
2022,1,0.3748,0.2409,0.5087,0.18936319600175744,0.42305000000000004,0.4152,0.4309,0.011101576464628771
2022,2,0.56355,0.5525,0.5746,0.015627059864222706,0.5115000000000001,0.4908,0.5322,0.029274220741123024
2022,3,0.522,0.4707,0.5733,0.07254915574973979,0.54645,0.5313,0.5616,0.021425335469952386
2022,4,0.49375,0.493,0.4945,0.0010606601717798418,0.4894,0.4848,0.494,0.006505382386916227
2022,5,0.435,0.4026,0.4674,0.04582051942088826,0.46715,0.4515,0.4828,0.022132442251138935
2022,6,0.4871,0.4358,0.5384,0.07254915574973973,0.46240000000000003,0.4592,0.4656,0.0045254833995938964
2022,7,0.47075,0.4257,0.5158,0.06371032098490796,0.47675,0.4692,0.4843,0.010677312395916868
2022,8,0.43205000000000005,0.4096,0.4545,0.031749094475276,0.4013,0.3874,0.4152,0.019657568516985996
2022,9,0.2888,0.1783,0.3993,0.156270598642227,0.3834,0.3687,0.3981,0.020788939366884484
2022,10,0.4924,0.4924,0.4924,,0.4473,0.4473,0.4473,
2022,11,0.5851999999999999,0.5497,0.6207,0.05020458146424496,0.4608,0.4572,0.4644,0.005091168824543131
2022,12,0.35555000000000003,0.3133,0.3978,0.05975052301026326,0.49319999999999997,0.4822,0.5042,0.015556349186104
2023,1,0.57115,0.5126,0.6297,0.08280220407694475,0.47919999999999996,0.4749,0.4835,0.0060811183182043265
2023,2,0.4862,0.4567,0.5157,0.041719300090006343,0.5281,0.5194,0.5368,0.012303657992645985
2023,3,0.5066999999999999,0.5062,0.5072,0.0007071067811865874,0.51125,0.5045,0.518,0.00954594154601844
2023,4,0.5476,0.5253,0.5699,0.031536962440920004,0.52125,0.5178,0.5247,0.004879036790187151
2023,5,0.4871,0.4761,0.4981,0.015556349186104039,0.49485,0.4814,0.5083,0.019021172413918135
2023,6,0.4666,0.4291,0.5041,0.05303300858899105,0.45855,0.454,0.4631,0.006434671708797581
2023,7,0.44265,0.4012,0.4841,0.05861915216036477,0.4718,0.4717,0.4719,0.00014142135623729392
2023,8,0.4709,0.4206,0.5212,0.0711349421873667,0.42510000000000003,0.3986,0.4516,0.03747665940288703
2023,9,0.33925,0.3004,0.3781,0.05494219689819474,0.394,0.3767,0.4113,0.024465894629054578
2023,10,0.3781,0.3781,0.3781,,0.386,0.386,0.386,
2023,11,0.477,0.3716,0.5824,0.14905810947412423,0.47940000000000005,0.4549,0.5039,0.0346482322781408
2023,12,0.6347,0.6187,0.6507,0.022627416997969423,0.5870500000000001,0.5808,0.5933,0.00883883476483193
2024,1,0.6047,0.5323,0.6771,0.10238906191581211,0.5582,0.5502,0.5662,0.01131370849898477
2024,2,0.44015,0.3143,0.566,0.17797877682465396,0.5367999999999999,0.5355,0.5381,0.001838477631085096
2024,3,0.603,0.5733,0.6327,0.04200214280248089,0.54515,0.5406,0.5497,0.006434671708797619
2024,4,0.525,0.4997,0.5503,0.03577960312803935,0.55775,0.5357,0.5798,0.031183409050326766
2024,5,0.54125,0.5186,0.5639,0.03203193718775057,0.53115,0.528,0.5343,0.0044547727214752295
2024,6,0.5338499999999999,0.5044,0.5633,0.04164858941188773,0.5058,0.4903,0.5213,0.021920310216782972
2024,7,0.41925,0.3981,0.4404,0.029910616844190965,0.4429,0.4197,0.4661,0.0328097546470558
2024,8,0.41100000000000003,0.3607,0.4613,0.07113494218736664,0.404,0.3922,0.4158,0.01668772003600251
2024,9,0.4099,0.3434,0.4764,0.09404520189781083,0.43385,0.4259,0.4418,0.011242997820866124
2024,10,0.4551,0.3266,0.5836,0.1817264427649427,0.48135,0.4764,0.4863,0.007000357133746834
2024,11,0.5581,0.5581,0.5581,,0.4418,0.4418,0.4418,
2024,12,0.40295000000000003,0.308,0.4979,0.1342795777473254,0.44525000000000003,0.4431,0.4474,0.003040559159102153
2025,1,0.5589000000000001,0.3955,0.7223,0.23108249609176373,0.5006,0.4963,0.5049,0.006081118318204287
2025,2,0.5324,0.4872,0.5776,0.0639224530192639,0.5660000000000001,0.547,0.585,0.026870057685088714
2025,3,0.54945,0.5375,0.5614,0.01689985207035851,0.5493,0.53,0.5686,0.02729432175380071
