Feature,Importance
SG_mean_mes_2,0.018749999999999933
SG_critical_max,0.018749999999999933
EVI_mean_mes_7,0.018749999999999933
EVI_critical_mean,0.018749999999999933
EVI_mean_mes_8,0.018749999999999933
SG_mean_mes_7,0.018749999999999933
SG_mean_mes_3,0.018749999999999933
EVI_critical_max,0.018749999999999933
